What 's your favorite thing about going to the baseball games with dad 	 Probably how excited he gets
Probably how excited he gets 	 I love watching Landon play too
I love watching Landon play too 	 So do I. He 's a great catcher
So do I. He 's a great catcher 	 Remember when he tried out and he caught that seemingly impossible ball
Remember when he tried out and he caught that seemingly impossible ball 	 I knew he 'd make the team after that
I knew he 'd make the team after that 	 So did I It was amazing
So did I It was amazing 	 He really is an excellent catcher
He really is an excellent catcher 	 He 's not a bad pitcher either
He 's not a bad pitcher either 	 Yes true but Ron is incredible
Yes true but Ron is incredible 	 I think he 'll get drafted in college
I think he 'll get drafted in college 	 Definitely
Definitely 	 Do you think Landon will
Do you think Landon will 	 I hope so It 's his dream
I hope so It 's his dream 	 I know that and it would be great if he and Ron could be together
I know that and it would be great if he and Ron could be together 	 They 'd be there to encourage each other I ca n't wait to see if they both make it
They 'd be there to encourage each other I ca n't wait to see if they both make it 	 Landon has been talking about it for years
Landon has been talking about it for years 	 I know and Ron has wanted it since kindergarten at least
I know and Ron has wanted it since kindergarten at least 	 I remember him practicing at recess way back then
I remember him practicing at recess way back then 	 So do I.
Will a Deion Sanders kind of player ever show up again 	 What do you mean
What do you mean 	 A guy who plays baseball and football
A guy who plays baseball and football 	 Oh no not at all
Oh no not at all 	 What makes you say that
What makes you say that 	 I think that there is too much money involved now
I think that there is too much money involved now 	 So baseball pays more
So baseball pays more 	 Right so they cant spend time on both sports
Right so they cant spend time on both sports 	 Or are the athletes just not as good
Or are the athletes just not as good 	 No they are definitely good Maybe even better
No they are definitely good Maybe even better 	 That runs counter to what you just said
That runs counter to what you just said 	 Yeah but think about how much training is needed nowadays
Yeah but think about how much training is needed nowadays 	 I dont follow your logic nor do I agree with it right now
I dont follow your logic nor do I agree with it right now 	 Players have to focus on their main sport
Players have to focus on their main sport 	 Do you think baseball has written it into their contracts
Do you think baseball has written it into their contracts 	 Theres always that too
Theres always that too 	 So players are limited to what they can do
So players are limited to what they can do 	 I dont see how its bad to be honest it keeps them safe
I dont see how its bad to be honest it keeps them safe 	 Thats true do you think a player would ever bargain it into their deal
Thats true do you think a player would ever bargain it into their deal 	 They could but I dont see it happening and time soon
Who is your favorite MLB team 	 The Arizona Diamondbacks
The Arizona Diamondbacks 	 Nice they are off to a good start this year
Nice they are off to a good start this year 	 That they are but we 'll see if they keep it up
That they are but we 'll see if they keep it up 	 I 'm a braves fan so I do n't have much hope
I 'm a braves fan so I do n't have much hope 	 You must be really disappointed that Freeman got hurt
You must be really disappointed that Freeman got hurt 	 Definitely he was playing like an MVP
Definitely he was playing like an MVP 	 He will be tough to replace but you got former Diamondback Swanson to lead you know
He will be tough to replace but you got former Diamondback Swanson to lead you know 	 The braves definitely got the better of that trade
The braves definitely got the better of that trade 	 Do you follow any teams in the American League
Do you follow any teams in the American League 	 I follow Cleveland because my dad is a fan of them
I follow Cleveland because my dad is a fan of them 	 He must be loving the last couple of years
He must be loving the last couple of years 	 He 's still not that impressed but he 's very biased
He 's still not that impressed but he 's very biased 	 Wow he should be thrilled
Wow he should be thrilled 	 I know but he is a very critical sports fan
I know but he is a very critical sports fan 	 Do you follow college baseball at all
Do you follow college baseball at all 	 I do I follow my alma mater Florida State
I do I follow my alma mater Florida State 	 Nice they 've been so close to winning it all so many times
Nice they 've been so close to winning it all so many times 	 I know maybe this year is the year
I know maybe this year is the year 	 I root for Texas so I 'm hopeful as well
Do you think Kershaw is gon na win the Cy Young again 	 I would think so but you can never count out Scherzer
I would think so but you can never count out Scherzer 	 I do n't mind Scherzer but it 's much tougher to pitch in that park
I do n't mind Scherzer but it 's much tougher to pitch in that park 	 I agree with that but he 's still putting up monster numbers
I agree with that but he 's still putting up monster numbers 	 Who do you think can come out of the National League
Who do you think can come out of the National League 	 I like the Nats or Dodgers to come out this year
I like the Nats or Dodgers to come out this year 	 What about the Cubs
What about the Cubs 	 I think they have a bit of a hangover from winning last year They have n't looked good
I think they have a bit of a hangover from winning last year They have n't looked good 	 I agree it all comes down to arms and they do n't have any aces
I agree it all comes down to arms and they do n't have any aces 	 Arrieta is a shell of himself
Arrieta is a shell of himself 	 Yeah I 'm beginning to think more and more two years ago was a fluke
Yeah I 'm beginning to think more and more two years ago was a fluke 	 Well he came out of nowhere and was n't good with Baltimore
Well he came out of nowhere and was n't good with Baltimore 	 What about the AL. Who do you think is coming out of there
What about the AL. Who do you think is coming out of there 	 I personally like the Yankees
I personally like the Yankees 	 That 's a bit surprising but hard to dismiss their fast start
That 's a bit surprising but hard to dismiss their fast start 	 Plus they have all the money to spend at the deadline
Plus they have all the money to spend at the deadline 	 I do love what Girardi is doing with a mix of young and old
I do love what Girardi is doing with a mix of young and old 	 Completely agree love Holliday mixed in with Judge and Sanchez
Completely agree love Holliday mixed in with Judge and Sanchez 	 Well who do you think wins the World Series
Well who do you think wins the World Series 	 I have to go with the Dodgers Give me starts from Kershaw in a game series and I 'll take my chances
What did they use in the beginning 	 What
What 	 For the ball they did n't have manufactured baseballs back in the days So what did they use
For the ball they did n't have manufactured baseballs back in the days So what did they use 	 Depends no how far we go back There have been many bat and ball games throughout the history
Depends no how far we go back There have been many bat and ball games throughout the history 	 In the US For the game of baseball What ball did they use and how did they make it
In the US For the game of baseball What ball did they use and how did they make it 	 The earliest mentioning of the game was back in when they passs an ordinance banning the game within yards from the town house
The earliest mentioning of the game was back in when they passs an ordinance banning the game within yards from the town house 	 How do you know that but not know what the ball was made of
How do you know that but not know what the ball was made of 	 I did n't say I did n't know what the ball was made of just that there have been many other bat and ball games
I did n't say I did n't know what the ball was made of just that there have been many other bat and ball games 	 in the US the game of baseball How was it made
in the US the game of baseball How was it made 	 The very fist recognizable and recorded game of baseball was in the year
The very fist recognizable and recorded game of baseball was in the year 	 That 's not telling me how it 's made
That 's not telling me how it 's made 	 I 'm getting there Like I said there have been many bat and ball games everywhere And the common method of making the ball included a rubber core wrapped using yarn and leather
I 'm getting there Like I said there have been many bat and ball games everywhere And the common method of making the ball included a rubber core wrapped using yarn and leather 	 That 's not too different from a modern baseball
That 's not too different from a modern baseball 	 No it really is n't and it was n't too uncommon for the leather covering to come apart upon being struck
No it really is n't and it was n't too uncommon for the leather covering to come apart upon being struck 	 Hah just like you see in cartoons
Hah just like you see in cartoons 	 Yep It was n't until 1850s in New York that they tried to standardize the ball weight size etc. But it was n't until that AG Spalding convinced the the National league to adopt his balls
Yep It was n't until 1850s in New York that they tried to standardize the ball weight size etc. But it was n't until that AG Spalding convinced the the National league to adopt his balls 	 Spalding as in the sporting equipment guy
Spalding as in the sporting equipment guy 	 Yep he was a picther and pretty good one at that and he happened to make his own balls and thought that his was better than others and the NL agreed and the ball remained for the next century
Yep he was a picther and pretty good one at that and he happened to make his own balls and thought that his was better than others and the NL agreed and the ball remained for the next century 	 What happened n
What happened n 	 The MLB decided to go with Rawlings and that 's why we have Rawlings logo on the balls and that 's why
Did you catch the game between the O 's and the blue jays 	 Yeah
Yeah 	 It was a great game
It was a great game 	 Yeah the O 's had that walk off homer at the bottom of the 10th
Yeah the O 's had that walk off homer at the bottom of the 10th 	 Yeah I totally thought they 'd give that game up
Yeah I totally thought they 'd give that game up 	 Well they have been on a bit of a losing streak lately
Well they have been on a bit of a losing streak lately 	 Their pitching needs some improvemeny
Their pitching needs some improvemeny 	 I agree They either hit well or pitch well They ca n't seem to get it all together
I agree They either hit well or pitch well They ca n't seem to get it all together 	 Well it was awesome to see Castillo hit homers throughout the game
Well it was awesome to see Castillo hit homers throughout the game 	 Yeah that walk off homer was his first career homer
Yeah that walk off homer was his first career homer 	 Really I did n't know that
Really I did n't know that 	 I thought good for him
I thought good for him 	 He 's not the best defensive catcher but the guy can hit
He 's not the best defensive catcher but the guy can hit 	 I thought the same thing
I thought the same thing 	 They 've played baseball so far this season
They 've played baseball so far this season 	 Yeah but it 's still early I wonder if they can really keep the pace for the season
Yeah but it 's still early I wonder if they can really keep the pace for the season 	 I know right They made the playoffs last year but gave it up early on
I know right They made the playoffs last year but gave it up early on 	 Yeah well the pitching decision was the worst
Yeah well the pitching decision was the worst 	 They should have bright in Britton He would n't have cost us the game like that
They should have bright in Britton He would n't have cost us the game like that 	 He rd he best saver in baseball right now in my opinion
Mike Trout is having another amazing year for the Angels 	 Yeah he is hitting with homes and RBI 's
Yeah he is hitting with homes and RBI 's 	 This guy is a stud You would think the Angels would be the cream of the crop
This guy is a stud You would think the Angels would be the cream of the crop 	 Yeah but they always seem to underachieve to me
Yeah but they always seem to underachieve to me 	 They are already games behind the Astros for the Division
They are already games behind the Astros for the Division 	 Yeah but the Astros are playing out of their mind right now The season is still young
Yeah but the Astros are playing out of their mind right now The season is still young 	 I know but we know how this is going to play out The Angels will underachieve and miss the postseason
I know but we know how this is going to play out The Angels will underachieve and miss the postseason 	 yeah as much as I want to argue with you about this you are probably right
yeah as much as I want to argue with you about this you are probably right 	 I hate it for Trout though because this guy is the best their is in baseball right now
I hate it for Trout though because this guy is the best their is in baseball right now 	 I could n't agree with you more This guy is on top of baseball at this moment
I could n't agree with you more This guy is on top of baseball at this moment 	 He can do it all for you A perfect combination of power and speed
He can do it all for you A perfect combination of power and speed 	 The guy is a legitimate MVP candidate every year I enjoy watching him play
The guy is a legitimate MVP candidate every year I enjoy watching him play 	 I 'm sure he would enjoy playing for a contender right about now
I 'm sure he would enjoy playing for a contender right about now 	 On the positive side they are only game out of the last wildcare spot
On the positive side they are only game out of the last wildcare spot 	 That 's true They may not be able to catch the Astros but maybe they can sneak into the postseason
That 's true They may not be able to catch the Astros but maybe they can sneak into the postseason 	 Once you get into the postseason anything can happen Just ask the Royals
Once you get into the postseason anything can happen Just ask the Royals 	 Yeah baseball is a game that if a team gets hot at the right time they can really take off
Yeah baseball is a game that if a team gets hot at the right time they can really take off 	 I would love to see Trout in the postseason
I would love to see Trout in the postseason 	 The guy definitely deserves to play at that level
The guy definitely deserves to play at that level 	 He is a first ballott hall of famer
What did you think of the Red Sox off-season moves 	 I thought they were okay but not great
I thought they were okay but not great 	 I agree What moves did you like
I agree What moves did you like 	 I liked how we got Chris Sale to help the rotation
I liked how we got Chris Sale to help the rotation 	 Me too He is a stud
Me too He is a stud 	 I also like how we got Thornburg for the bullpen
I also like how we got Thornburg for the bullpen 	 Agree good move Did we give up too much
Agree good move Did we give up too much 	 Not really Moncada is young and supposed to be great but you never know
Not really Moncada is young and supposed to be great but you never know 	 I would have rather kept him and gotten rid of Castillo
I would have rather kept him and gotten rid of Castillo 	 Totally He has proven to be a bust
Totally He has proven to be a bust 	 I wish we had gotten more power to replace Ortiz
I wish we had gotten more power to replace Ortiz 	 Me too Encarnacion would have been great
Me too Encarnacion would have been great 	 I agree Moreland is okay but nowhere near the power
I agree Moreland is okay but nowhere near the power 	 And we already had Hanley at first base
And we already had Hanley at first base 	 I know I would have preferred getting a decent third baseman
I know I would have preferred getting a decent third baseman 	 Tell me about it Sandoval is not the answer
Tell me about it Sandoval is not the answer 	 No he was a bust And Holt is good but not for everyday
No he was a bust And Holt is good but not for everyday 	 Right he 's a great utility man Maybe we can make a trade during the season
Right he 's a great utility man Maybe we can make a trade during the season 	 Yeah go back to the White Sox and get Frazier for third base and Quintana for the rotation
Yeah go back to the White Sox and get Frazier for third base and Quintana for the rotation 	 I 'd be happy to give them Sandoval Allen Craig a minor leaguer and some cash They can have Swihart too He 's a bust
Did you see the Braves Blue Jays game 	 No what happened
No what happened 	 There were near fights during the entire series
There were near fights during the entire series 	 Wow Between those teams
Wow Between those teams 	 I know They 're not even rivals
I know They 're not even rivals 	 They play each other once every years
They play each other once every years 	 It got heated The Blue Jays beaned batters including Freeman
It got heated The Blue Jays beaned batters including Freeman 	 I hope the Braves retaliated
I hope the Braves retaliated 	 Freeman 's wrist was broken off one pitch
Freeman 's wrist was broken off one pitch 	 Let me guess Bautista had something to do with all of this
Let me guess Bautista had something to do with all of this 	 Yeah Bautista did a bat flip after hitting a homerun
Yeah Bautista did a bat flip after hitting a homerun 	 I think every team hates that guy
I think every team hates that guy 	 The homerun and bat flip occurred when they were down
The homerun and bat flip occurred when they were down 	 The go has no class I hope the Braves went after him
The go has no class I hope the Braves went after him 	 They hit him the next game
They hit him the next game 	 Did the benches clear
Did the benches clear 	 No It was that got him in the thigh It did n't look like it affected him
No It was that got him in the thigh It did n't look like it affected him 	 I ca n't wait until Bautista is out of the league
I ca n't wait until Bautista is out of the league 	 He 's always causing problems on the field
He 's always causing problems on the field 	 It makes fans and teams hate the Blue Jays
Who do you feel is the greatest baseball player of all time I have quite a few ideas myself 	 Wow that is a hot topic that would have plenty of good arguments I could only say fro sure that the most winning team was the Yankees Great players mostly have great statistics
Wow that is a hot topic that would have plenty of good arguments I could only say fro sure that the most winning team was the Yankees Great players mostly have great statistics 	 Sure the hall of fame is full of players with high statistics that were consistent I would go with Ted Williams as the greatest hitter although he was an average player in the field Then there are the players in the dead ball era
Sure the hall of fame is full of players with high statistics that were consistent I would go with Ted Williams as the greatest hitter although he was an average player in the field Then there are the players in the dead ball era 	 There were quite a few players at and above Williams level How about Ty Cobb and Babe Ruth
There were quite a few players at and above Williams level How about Ty Cobb and Babe Ruth 	 They were both quite fantastic in their times and there was much excitement and controversy around their careers and styles I also liked Hank Aaron
They were both quite fantastic in their times and there was much excitement and controversy around their careers and styles I also liked Hank Aaron 	 Sure he had the numbers and was very consistent for about seasons The only controversy was when he approached the home run record Sadly there was a lot of hating going on
Sure he had the numbers and was very consistent for about seasons The only controversy was when he approached the home run record Sadly there was a lot of hating going on 	 He was a good fielder and all around player A strong role model as well A credit to any team and someone to look up to He belongs higher on the list than he might actually be
He was a good fielder and all around player A strong role model as well A credit to any team and someone to look up to He belongs higher on the list than he might actually be 	 There were quite a few players with high numbers in the 's to the 's that put up astounding performances like Mark McGuire Barry Bonds Roger Clemens and others that subsequently were found to have used performance enhancement drugs
There were quite a few players with high numbers in the 's to the 's that put up astounding performances like Mark McGuire Barry Bonds Roger Clemens and others that subsequently were found to have used performance enhancement drugs 	 Yeah that got into the courts and some players were to have been found to even committed perjury i think It was really sad
Yeah that got into the courts and some players were to have been found to even committed perjury i think It was really sad 	 Sure for quite some time there were so many players that suddenly came to camp looking like the Incredible Hulk It was in all of the sports to some extent You ca n't really blame the athletes too much as they all wanted to achieve stardom do it better and faster be stronger to dominate
Sure for quite some time there were so many players that suddenly came to camp looking like the Incredible Hulk It was in all of the sports to some extent You ca n't really blame the athletes too much as they all wanted to achieve stardom do it better and faster be stronger to dominate 	 Yes and many looked the other way as the hulks were drawing crowds with their exploits The players to really admire during this period are ones like Derek Jeter who never touched the stuff and played outstanding ball for a generation
Yes and many looked the other way as the hulks were drawing crowds with their exploits The players to really admire during this period are ones like Derek Jeter who never touched the stuff and played outstanding ball for a generation 	 Absolutely and it seems the ones that got caught up in the steroids are not getting into the Hall of Fame too fast either
Absolutely and it seems the ones that got caught up in the steroids are not getting into the Hall of Fame too fast either 	 Yeah guys like Mickey Mantle were pretty big but he was naturally with a great physique I guess the only thing you could say about him is that he hurt himself by drinking too much and did n't take very good care of himself
Yeah guys like Mickey Mantle were pretty big but he was naturally with a great physique I guess the only thing you could say about him is that he hurt himself by drinking too much and did n't take very good care of himself 	 Back to the great players There were a lot of great pitchers Of the more modern era I liked Nolan Ryan with all those strikeouts
Back to the great players There were a lot of great pitchers Of the more modern era I liked Nolan Ryan with all those strikeouts 	 Sure He had a hundred mile an hour fastball and threw it until he retired in his late forties somehow He was very intimidating to the batters
Sure He had a hundred mile an hour fastball and threw it until he retired in his late forties somehow He was very intimidating to the batters 	 He was n't known for hitting batters on purpose the fast pitch was hard enough to hit and he was a tough guy but a pretty good sport
He was n't known for hitting batters on purpose the fast pitch was hard enough to hit and he was a tough guy but a pretty good sport 	 One that did not get much notoriety was Hoyt Wilhelm He did n't make the majors until his late 's from his war service and was best known as a n awesome relief pitcher
One that did not get much notoriety was Hoyt Wilhelm He did n't make the majors until his late 's from his war service and was best known as a n awesome relief pitcher 	 I think he hit a home run in his first big league at bat and had a screwball that was almost impossible to hit I do n't know how many saves he had but i think he played until he was almost
I think he hit a home run in his first big league at bat and had a screwball that was almost impossible to hit I do n't know how many saves he had but i think he played until he was almost 	 Now the pitchers usually only pitch for a few innings and are pulled for specialists like mid inning relievers and closers They usually only allow them to throw a certain number of pitches then pull them out to not strain them
Now the pitchers usually only pitch for a few innings and are pulled for specialists like mid inning relievers and closers They usually only allow them to throw a certain number of pitches then pull them out to not strain them 	 Well I think the greatest of all time was Babe Ruth as he was a great pitcher who turned outfielder so he could play and hit every day He was another one that lived too fast and did his body harm from that I guess the argument would go on forever as long as the game will be played
Did you see the Marlins game 	 Yes They lost again
Yes They lost again 	 The Dodgers are very good but the Marlines are pretty bad
The Dodgers are very good but the Marlines are pretty bad 	 They 've lost over games
They 've lost over games 	 to be exact
to be exact 	 Out of how many games
And it 's only May Do you think they will get better 	 We 'll they better hope they ca n't get worse
We 'll they better hope they ca n't get worse 	 are they the worst in the MLB
are they the worst in the MLB 	 I think so and I rEad that in the Marlins actually did worse
I think so and I rEad that in the Marlins actually did worse 	 Well that 's Florida for you
Well that 's Florida for you 	 Living in Los Angeles do you love the Dodgers
Living in Los Angeles do you love the Dodgers 	 Ugh not really I do n't see what 's so great about them
Ugh not really I do n't see what 's so great about them 	 Even Clayton Keyshawn
Even Clayton Keyshawn 	 Especially KERSHAW
Especially KERSHAW 	 He needs a haircut
He needs a haircut 	 MLB should ban long hair
MLB should ban long hair 	 Does long hair get in the way of baseball
Does long hair get in the way of baseball 	 Yes
Do you think analytics is ruining the game 	 No I think it improves it immensely
No I think it improves it immensely 	 Now they are devaluing closers
Now they are devaluing closers 	 And thats the way it should have went
And thats the way it should have went 	 How so
How so 	 They put too much emphasis on getting outs in the 9th
They put too much emphasis on getting outs in the 9th 	 I guess so
I guess so 	 Think about it isnt it important to get the meat of the lineup out
Think about it isnt it important to get the meat of the lineup out 	 Always
Always 	 OK so if they appear in the 8th dont you want your best reliever pitching to them
OK so if they appear in the 8th dont you want your best reliever pitching to them 	 I am seeing your point
I am seeing your point 	 And then go ahead and throw whomever in the lineup
And then go ahead and throw whomever in the lineup 	 So what stat would you use to determine the value of a reliver
So what stat would you use to determine the value of a reliver 	 Inherited runners scored
Inherited runners scored 	 Thats a good stat
Thats a good stat 	 But then again so is holds
But then again so is holds 	 I think thats the same thing as a save essentialy
I think thats the same thing as a save essentialy 	 Yeah its not conclusive but it is what it is
Yeah its not conclusive but it is what it is 	 I think we need to stop focusing on stats
I think we need to stop focusing on stats 	 Baseball is all about the numbers
Hi 	 Hello
Hello 	 What 's going on
What 's going on 	 Not much how are you
Not much how are you 	 doing okay You a baseball fan
doing okay You a baseball fan 	 Yeah I 'm a big fan You
Yeah I 'm a big fan You 	 Yeah I love baseball
Yeah I love baseball 	 Who do you like
Who do you like 	 I 'm a White Sox fan
I 'm a White Sox fan 	 Oh I see Chicago huh
Oh I see Chicago huh 	 Yeah that 's where I grew up
Yeah that 's where I grew up 	 Must have been tough with the Cubbies winning the world series last year
Must have been tough with the Cubbies winning the world series last year 	 Yeah it was rough but it was cool for the city
Yeah it was rough but it was cool for the city 	 I see what you mean
I see what you mean 	 It was also good for baseball
It was also good for baseball 	 That was the first series I 've watched in a long time
That was the first series I 've watched in a long time 	 Yeah exactly
Yeah exactly 	 I 'm a Marlins fan myself
I 'm a Marlins fan myself 	 Oh okay
Oh okay 	 Nice talking with you
By far the strangest thing that has happened in baseball in recent history was White Sox pitcher Chris Sales going nuts with the scissors 	 Why was he running with scissors
Why was he running with scissors 	 No seriously he went nuts with a pari of scissors It got him suspended
No seriously he went nuts with a pari of scissors It got him suspended 	 How do you get suspended for a pair of scissors
How do you get suspended for a pair of scissors 	 He was pissed off because he thought the White Sox were way too focused on selling jerseys and other merchandise
He was pissed off because he thought the White Sox were way too focused on selling jerseys and other merchandise 	 Was he mad they were n't focusing on him
Was he mad they were n't focusing on him 	 Well sort of He thought they would care more about the players than they did the sale of merhcandise
Well sort of He thought they would care more about the players than they did the sale of merhcandise 	 So what happened with the scissors
So what happened with the scissors 	 He grabbed a pair and cut up a bunch of the throwback jerseys in the team 's clubhouse
He grabbed a pair and cut up a bunch of the throwback jerseys in the team 's clubhouse 	 You mean those jerseys displayed with great pride and highly valued
You mean those jerseys displayed with great pride and highly valued 	 Yes pretty much He cut them to pieces
Yes pretty much He cut them to pieces 	 And how did that go over with the team
And how did that go over with the team 	 He was suspended for games
He was suspended for games 	 Is there a specific rule about not cutting up jerseys that are n't yours
Is there a specific rule about not cutting up jerseys that are n't yours 	 No but he destroyed team property or equipment violated team rules and was insubordinate
No but he destroyed team property or equipment violated team rules and was insubordinate 	 Insubordination that 's code for you pissed off the wrong people is n't it
Insubordination that 's code for you pissed off the wrong people is n't it 	 Yes pretty much
Yes pretty much 	 Did they do anythng else to him
Did they do anythng else to him 	 Besides the suspension No I do n't guess so
Besides the suspension No I do n't guess so 	 They should have given him a pair of those safety scissors with the round edges that ca n't cut anything
Have you ever hit a home run 	 Nope I 'd love that though
Nope I 'd love that though 	 I did once
I did once 	 Was it awesome
Was it awesome 	 People were screaming all over the place It was pretty amazing
People were screaming all over the place It was pretty amazing 	 I can imagine When was it
I can imagine When was it 	 When I was in high school
When I was in high school 	 When you played for the Vipers
When you played for the Vipers 	 Yes that 's right Remember Julie and Ellen taking you to the games with them
Yes that 's right Remember Julie and Ellen taking you to the games with them 	 I do but I never saw you hit a homer Trevor did though
I do but I never saw you hit a homer Trevor did though 	 It was one of the days they did n't go I think you were all at the lake
It was one of the days they did n't go I think you were all at the lake 	 Sorry I missed that I love how jazzed the crowd gets
Sorry I missed that I love how jazzed the crowd gets 	 It 's an intoxicating feeling for sure
It 's an intoxicating feeling for sure 	 I always wanted to experience that for myself but I 'm not any good I did n't even make the team
I always wanted to experience that for myself but I 'm not any good I did n't even make the team 	 I remember that too
I remember that too 	 Oh well we ca n't all be good at sports
Oh well we ca n't all be good at sports 	 I 'm actually thining of trying out for this new team Luther made up
I 'm actually thining of trying out for this new team Luther made up 	 I 'll come watch if you do
I 'll come watch if you do 	 The tryouts are next Saturday at one
The tryouts are next Saturday at one 	 OK we can ride together if you want
Did you see Werth from the Washington Nationals 	 Which game
Which game 	 Last night when he had four hits
Last night when he had four hits 	 Yeah but he strikes out a lot
Yeah but he strikes out a lot 	 But he wins as many games as Babe Ruth
But he wins as many games as Babe Ruth 	 What are you His agent
What are you His agent 	 No just a big fan
No just a big fan 	 I bet you have a Werth jersey
I bet you have a Werth jersey 	 Yeah actually you 're right but it 's from Philly
Yeah actually you 're right but it 's from Philly 	 Big deal Why do n't you get one from Washington
Big deal Why do n't you get one from Washington 	 I can only afford one jersey at a time
I can only afford one jersey at a time 	 Then you 're not that great of a fan
Then you 're not that great of a fan 	 My salary is n't anywhere near Werth 's
My salary is n't anywhere near Werth 's 	 Whose is He 's not worth a fraction of his salary
Whose is He 's not worth a fraction of his salary 	 Maybe I should get an agent
Maybe I should get an agent 	 For what You do n't have any talent
For what You do n't have any talent 	 Let 's get back to the game
Let 's get back to the game 	 Okay what was the score
Okay what was the score 	 I forgot I 'll check my ESPN app right now
I forgot I 'll check my ESPN app right now 	 Okay please let me know
Will any pitcher come near Nolan Ryan 's record for no hitters 	 No way its untouchable
No way its untouchable 	 We have seen an uptick in No Hitters lately
We have seen an uptick in No Hitters lately 	 But those are just isolated starts Guys dont come near them
But those are just isolated starts Guys dont come near them 	 Yeah I think its tough to throw them nowadays
Yeah I think its tough to throw them nowadays 	 Plus guys are singles hitters now
Plus guys are singles hitters now 	 So you think the hitters have evolved
So you think the hitters have evolved 	 Its just that theres more contact going on in baseball
Its just that theres more contact going on in baseball 	 But the power numbers are down
But the power numbers are down 	 Yeah and if pitchers dealt with that it means more flyouts
Yeah and if pitchers dealt with that it means more flyouts 	 So no one will break this record
So no one will break this record 	 No not in my mind Just like DiMaggio 's record
No not in my mind Just like DiMaggio 's record 	 It is amazing that no one has even come close to it
It is amazing that no one has even come close to it 	 Yeah its just too hard as well
Yeah its just too hard as well 	 we are in a pitching era right now
we are in a pitching era right now 	 And that will end eventually because everything is cyclical
And that will end eventually because everything is cyclical 	 I think that we will see it turn quicker but who knows
I think that we will see it turn quicker but who knows 	 It goes without saying in my opinion
It goes without saying in my opinion 	 Its such a great sport with so many records
Its such a great sport with so many records 	 But you do want to see them get broken
Do you like the Boston Red Sox 	 Absolutely not I 'm a Yankees fan
Absolutely not I 'm a Yankees fan 	 Hey calm down there chief
Hey calm down there chief 	 I ca n't help it I like my Yankees
I ca n't help it I like my Yankees 	 Were you sad when Jeter retired
Were you sad when Jeter retired 	 Of course He was the best
Of course He was the best 	 He was alright I was a Nomar fan myself
He was alright I was a Nomar fan myself 	 Agree to disagree chief
Agree to disagree chief 	 Come on You have to give Nomar his due
Come on You have to give Nomar his due 	 You Red Sox fans are all the same
You Red Sox fans are all the same 	 What do you mean
What do you mean 	 Everyone thinks Nomar is the best thing since sliced bread
Everyone thinks Nomar is the best thing since sliced bread 	 Hey sliced bread is good and so is Nomar
Hey sliced bread is good and so is Nomar 	 Haha Alright he was decent
Haha Alright he was decent 	 Just decent
Just decent 	 Yeah do n't push it buddy I 'm trying here
Yeah do n't push it buddy I 'm trying here 	 Ok Well are you excited for the upcoming season
Ok Well are you excited for the upcoming season 	 Yeah We 're going to win the series this year
Yeah We 're going to win the series this year 	 Not if the Sox can help it
Not if the Sox can help it 	 Oh it 's on
Did you see that hot take about fielding rules 	 Like what changes
Like what changes 	 Possible changes to the ruleset
Possible changes to the ruleset 	 Proposed right
Proposed right 	 Not officially
Not officially 	 So it 's like a casual discussion thing
So it 's like a casual discussion thing 	 Absolutely
Absolutely 	 What 's the details of it
What 's the details of it 	 Changing the rules for pop flies and homeruns
Changing the rules for pop flies and homeruns 	 What specifically with homeruns
What specifically with homeruns 	 Changing the way umpires read balls the audience plays
Changing the way umpires read balls the audience plays 	 Interesting
Interesting 	 It 's rare though
It 's rare though 	 I do n't think I can remember a time the audience affected something seriously
I do n't think I can remember a time the audience affected something seriously 	 It does n't happen so often
It does n't happen so often 	 It 's a rare rule
It 's a rare rule 	 I guess that makes sense
I guess that makes sense 	 Yeah same
Yeah same 	 I 'm ambivalent
I 'm ambivalent 	 It 's an ambivalent sport
Hi 	 Hey
Hey 	 How are you
How are you 	 Doing good you
Doing good you 	 Doing okay
Doing okay 	 Do you watch a lot of baseball
Do you watch a lot of baseball 	 I do n't get to as much as I like
I do n't get to as much as I like 	 Do you have a particular team that you go for
Do you have a particular team that you go for 	 I like a local team near me
I like a local team near me 	 Oh like a minor league team
Oh like a minor league team 	 Yeah
Yeah 	 That sounds like fun
That sounds like fun 	 Yeah they are great
Yeah they are great 	 Are tickets expensive
Are tickets expensive 	 No not at all we go all the time
No not at all we go all the time 	 That sounds like fun
That sounds like fun 	 Yeah it 's a blast and the kids love it
Yeah it 's a blast and the kids love it 	 Very cool
Very cool 	 Take it easy
Take it easy 	 You too
Did you watch the game between the Braves and Blue Jays the other night 	 Are you talking about the one where they almost started fighting
Are you talking about the one where they almost started fighting 	 Yes The Jose Bautista bat flip
Yes The Jose Bautista bat flip 	 I did not see the entire game but I watched the highlights
I did not see the entire game but I watched the highlights 	 What do you think about this whole bat flipping thing
What do you think about this whole bat flipping thing 	 I guess it kind of depends on the circumstances
I guess it kind of depends on the circumstances 	 So when do you think bat flipping is okay
So when do you think bat flipping is okay 	 Well I do n't mind it as much when it 's a big moment like a walk off home run
Well I do n't mind it as much when it 's a big moment like a walk off home run 	 Yea but this game the Blue Jays were losing and Bautista just did it for show
Yea but this game the Blue Jays were losing and Bautista just did it for show 	 I agree that 's the impression I got That he was doing it more to show up the Braves than to actually celebrate
